Sun Jul  5 22:11:38 2026    profile.prof

         5343471 function calls (5336900 primitive calls) in 66.418 seconds

   Ordered by: cumulative time

   ncalls  tottime  percall  cumtime  percall filename:lineno(function)
       36    0.002    0.000    0.012    0.000 C:\Users\Admin\PycharmProjects\PythonProject4test\.venv\lib\site-packages\matplotlib\axis.py:2810(get_tick_space)
       72    0.003    0.000    0.011    0.000 C:\Users\Admin\PycharmProjects\PythonProject4test\.venv\lib\site-packages\matplotlib\lines.py:758(draw)
       48    0.001    0.000    0.011    0.000 C:\Users\Admin\PycharmProjects\PythonProject4test\.venv\lib\site-packages\PIL\ImageFile.py:291(load)
       39    0.000    0.000    0.011    0.000 C:\Users\Admin\AppData\Local\Programs\Python\Python310\lib\tkinter\__init__.py:1668(configure)
       39    0.000    0.000    0.011    0.000 C:\Users\Admin\AppData\Local\Programs\Python\Python310\lib\tkinter\__init__.py:1655(_configure)
        6    0.000    0.000    0.011    0.002 C:\Users\Admin\PycharmProjects\PythonProject4test\.venv\lib\site-packages\matplotlib\axes\_base.py:2484(add_patch)
17374/17373    0.006    0.000    0.010    0.000 {built-in method builtins.isinstance}
  189/162    0.001    0.000    0.010    0.000 C:\Users\Admin\PycharmProjects\PythonProject4test\.venv\lib\site-packages\matplotlib\axes\_base.py:887(_unstale_viewLim)
       24    0.000    0.000    0.010    0.000 C:\Users\Admin\PycharmProjects\PythonProject4test\.venv\lib\site-packages\matplotlib\patches.py:633(draw)
        1    0.000    0.000    0.010    0.010 C:\Users\Admin\PycharmProjects\PythonProject4test\.venv\lib\site-packages\pandas\io\formats\csvs.py:272(_save)
       28    0.000    0.000    0.010    0.000 <frozen importlib._bootstrap_external>:670(_compile_bytecode)
        1    0.000    0.000    0.010    0.010 C:\Users\Admin\PycharmProjects\PythonProject4test\.venv\lib\site-packages\pandas\io\formats\csvs.py:305(_save_body)
     8070    0.005    0.000    0.010    0.000 {built-in method builtins.getattr}
        1    0.001    0.001    0.010    0.010 C:\Users\Admin\PycharmProjects\PythonProject4test\.venv\lib\site-packages\pandas\io\formats\csvs.py:315(_save_chunk)
        1    0.000    0.000    0.010    0.010 C:\Users\Admin\AppData\Local\Programs\Python\Python310\lib\tkinter\filedialog.py:1(<module>)
     1383    0.004    0.000    0.010    0.000 C:\Users\Admin\AppData\Local\Programs\Python\Python310\lib\copy.py:66(copy)
       28    0.010    0.000    0.010    0.000 {built-in method marshal.loads}
      168    0.001    0.000    0.009    0.000 C:\Users\Admin\PycharmProjects\PythonProject4test\.venv\lib\site-packages\matplotlib\transforms.py:1473(transform)
       75    0.000    0.000    0.009    0.000 C:\Users\Admin\PycharmProjects\PythonProject4test\.venv\lib\site-packages\matplotlib\patches.py:307(get_transform)
7437/6549    0.005    0.000    0.009    0.000 C:\Users\Admin\PycharmProjects\PythonProject4test\.venv\lib\site-packages\matplotlib\artist.py:317(stale)
       10    0.000    0.000    0.009    0.001 C:\Users\Admin\PycharmProjects\PythonProject4test\.venv\lib\site-packages\data_analysis\output.py:1(save_results)
        6    0.000    0.000    0.009    0.001 C:\Users\Admin\PycharmProjects\PythonProject4test\.venv\lib\site-packages\matplotlib\axes\_base.py:2497(_update_patch_limits)
        1    0.000    0.000    0.009    0.009 C:\Users\Admin\PycharmProjects\PythonProject4test\.venv\lib\site-packages\PIL\GifImagePlugin.py:1(<module>)
      708    0.003    0.000    0.009    0.000 C:\Users\Admin\AppData\Local\Programs\Python\Python310\lib\copy.py:259(_reconstruct)
     1386    0.009    0.000    0.009    0.000 {method 'reduce' of 'numpy.ufunc' objects}
      453    0.001    0.000    0.009    0.000 C:\Users\Admin\PycharmProjects\PythonProject4test\.venv\lib\site-packages\matplotlib\font_manager.py:961(copy)
  750/717    0.001    0.000    0.009    0.000 C:\Users\Admin\AppData\Local\Programs\Python\Python310\lib\contextlib.py:130(__enter__)
     1326    0.001    0.000    0.008    0.000 C:\Users\Admin\PycharmProjects\PythonProject4test\.venv\lib\site-packages\matplotlib\artist.py:416(pchanged)
     1353    0.004    0.000    0.008    0.000 C:\Users\Admin\PycharmProjects\PythonProject4test\.venv\lib\site-packages\matplotlib\cbook.py:348(process)
       93    0.001    0.000    0.008    0.000 C:\Users\Admin\PycharmProjects\PythonProject4test\.venv\lib\site-packages\matplotlib\text.py:194(update)
       21    0.003    0.000    0.008    0.000 C:\Users\Admin\PycharmProjects\PythonProject4test\.venv\lib\site-packages\matplotlib\backends\_backend_tk.py:802(_recolor_icon)
       54    0.001    0.000    0.008    0.000 C:\Users\Admin\PycharmProjects\PythonProject4test\.venv\lib\site-packages\matplotlib\patches.py:800(get_patch_transform)
        1    0.000    0.000    0.008    0.008 C:\Users\Admin\PycharmProjects\PythonProject4test\.venv\lib\site-packages\matplotlib\backends\backend_qtagg.py:1(<module>)
        4    0.001    0.000    0.008    0.002 C:\Users\Admin\PycharmProjects\PythonProject4test\.venv\lib\site-packages\pandas\core\indexes\base.py:7836(get_values_for_csv)
       36    0.000    0.000    0.007    0.000 C:\Users\Admin\PycharmProjects\PythonProject4test\.venv\lib\site-packages\matplotlib\artist.py:786(set_clip_path)
       15    0.000    0.000    0.007    0.000 C:\Users\Admin\AppData\Local\Programs\Python\Python310\lib\tkinter\__init__.py:2660(__init__)
      474    0.004    0.000    0.007    0.000 C:\Users\Admin\PycharmProjects\PythonProject4test\.venv\lib\site-packages\matplotlib\cbook.py:1752(normalize_kwargs)
       27    0.000    0.000    0.007    0.000 C:\Users\Admin\PycharmProjects\PythonProject4test\.venv\lib\site-packages\PIL\Image.py:3660(_open_core)
       48    0.000    0.000    0.007    0.000 C:\Users\Admin\PycharmProjects\PythonProject4test\.venv\lib\site-packages\PIL\Image.py:1674(getim)
       45    0.000    0.000    0.007    0.000 C:\Users\Admin\PycharmProjects\PythonProject4test\.venv\lib\site-packages\matplotlib\ticker.py:214(format_ticks)
      168    0.000    0.000    0.007    0.000 C:\Users\Admin\PycharmProjects\PythonProject4test\.venv\lib\site-packages\matplotlib\transforms.py:2409(transform_affine)
        3    0.000    0.000    0.007    0.002 C:\Users\Admin\PycharmProjects\PythonProject4test\.venv\lib\site-packages\matplotlib\axis.py:2438(_update_label_position)
        4    0.000    0.000    0.007    0.002 C:\Users\Admin\PycharmProjects\PythonProject4test\.venv\lib\site-packages\pandas\core\dtypes\missing.py:101(isna)
        4    0.000    0.000    0.007    0.002 C:\Users\Admin\PycharmProjects\PythonProject4test\.venv\lib\site-packages\pandas\core\dtypes\missing.py:184(_isna)
       57    0.002    0.000    0.007    0.000 C:\Users\Admin\PycharmProjects\PythonProject4test\.venv\lib\site-packages\matplotlib\lines.py:686(recache)
        4    0.004    0.001    0.007    0.002 C:\Users\Admin\PycharmProjects\PythonProject4test\.venv\lib\site-packages\pandas\core\dtypes\missing.py:261(_isna_array)
  750/717    0.002    0.000    0.007    0.000 C:\Users\Admin\AppData\Local\Programs\Python\Python310\lib\contextlib.py:139(__exit__)
      192    0.001    0.000    0.007    0.000 C:\Users\Admin\PycharmProjects\PythonProject4test\.venv\lib\site-packages\matplotlib\transforms.py:805(from_extents)
     6427    0.004    0.000    0.007    0.000 C:\Users\Admin\PycharmProjects\PythonProject4test\.venv\lib\site-packages\matplotlib\__init__.py:701(_get)
  186/177    0.000    0.000    0.007    0.000 C:\Users\Admin\PycharmProjects\PythonProject4test\.venv\lib\site-packages\matplotlib\axes\_base.py:901(viewLim)
       24    0.000    0.000    0.007    0.000 C:\Users\Admin\PycharmProjects\PythonProject4test\.venv\lib\site-packages\matplotlib\transforms.py:642(union)
        1    0.001    0.001    0.007    0.007 C:\Users\Admin\PycharmProjects\PythonProject4test\.venv\lib\site-packages\pandas\core\dtypes\cast.py:1591(construct_1d_object_array_from_listlike)
        3    0.001    0.000    0.007    0.002 C:\Users\Admin\PycharmProjects\PythonProject4test\.venv\lib\site-packages\matplotlib\figure.py:2471(__init__)
       27    0.001    0.000    0.007    0.000 C:\Users\Admin\PycharmProjects\PythonProject4test\.venv\lib\site-packages\PIL\ImageFile.py:117(__init__)
       66    0.001    0.000    0.006    0.000 C:\Users\Admin\PycharmProjects\PythonProject4test\.venv\lib\site-packages\matplotlib\font_manager.py:1586(get_font)
      255    0.003    0.000    0.006    0.000 C:\Users\Admin\PycharmProjects\PythonProject4test\.venv\lib\site-packages\matplotlib\artist.py:179(__init__)
      860    0.004    0.000    0.006    0.000 C:\Users\Admin\PycharmProjects\PythonProject4test\.venv\lib\site-packages\matplotlib\font_manager.py:700(__hash__)
      324    0.001    0.000    0.006    0.000 C:\Users\Admin\PycharmProjects\PythonProject4test\.venv\lib\site-packages\numpy\_core\fromnumeric.py:51(_wrapfunc)
       24    0.001    0.000    0.006    0.000 C:\Users\Admin\PycharmProjects\PythonProject4test\.venv\lib\site-packages\matplotlib\patches.py:583(_draw_paths_with_artist_properties)
       99    0.000    0.000    0.006    0.000 C:\Users\Admin\PycharmProjects\PythonProject4test\.venv\lib\site-packages\matplotlib\text.py:1316(set_fontproperties)
      766    0.004    0.000    0.006    0.000 C:\Users\Admin\PycharmProjects\PythonProject4test\.venv\lib\site-packages\matplotlib\font_manager.py:1175(score_family)
      135    0.001    0.000    0.006    0.000 C:\Users\Admin\PycharmProjects\PythonProject4test\.venv\lib\site-packages\matplotlib\font_manager.py:556(wrapper)
    18/15    0.000    0.000    0.006    0.000 C:\Users\Admin\PycharmProjects\PythonProject4test\.venv\lib\site-packages\matplotlib\axes\_base.py:2624(_process_unit_info)
       92    0.003    0.000    0.006    0.000 {built-in method builtins.__build_class__}
  228/180    0.003    0.000    0.006    0.000 C:\Users\Admin\PycharmProjects\PythonProject4test\.venv\lib\site-packages\matplotlib\transforms.py:2432(get_affine)
       18    0.000    0.000    0.006    0.000 C:\Users\Admin\PycharmProjects\PythonProject4test\.venv\lib\site-packages\matplotlib\axis.py:1738(update_units)
        6    0.000    0.000    0.006    0.001 C:\Users\Admin\PycharmProjects\PythonProject4test\.venv\lib\site-packages\matplotlib\axes\_base.py:2962(autoscale_view)
        3    0.000    0.000    0.006    0.002 C:\Users\Admin\PycharmProjects\PythonProject4test\.venv\lib\site-packages\matplotlib\axes\_base.py:864(_init_axis)
       93    0.000    0.000    0.006    0.000 C:\Users\Admin\PycharmProjects\PythonProject4test\.venv\lib\site-packages\matplotlib\artist.py:1217(update)
      333    0.004    0.000    0.006    0.000 <frozen importlib._bootstrap_external>:96(_path_join)
       13    0.006    0.000    0.006    0.000 {built-in method numpy.empty}
        1    0.000    0.000    0.006    0.006 C:\Users\Admin\PycharmProjects\PythonProject4test\.venv\lib\site-packages\matplotlib\backends\qt_compat.py:1(<module>)
      150    0.001    0.000    0.006    0.000 C:\Users\Admin\PycharmProjects\PythonProject4test\.venv\lib\site-packages\matplotlib\axis.py:467(update_position)
       42    0.000    0.000    0.006    0.000 C:\Users\Admin\PycharmProjects\PythonProject4test\.venv\lib\site-packages\matplotlib\transforms.py:1419(__sub__)
       38    0.000    0.000    0.006    0.000 <frozen importlib._bootstrap_external>:150(_path_is_mode_type)
        4    0.000    0.000    0.006    0.001 C:\Users\Admin\PycharmProjects\PythonProject4test\.venv\lib\site-packages\matplotlib\backends\qt_compat.py:66(_setup_pyqt5plus)
      444    0.000    0.000    0.006    0.000 C:\Users\Admin\PycharmProjects\PythonProject4test\.venv\lib\site-packages\matplotlib\transforms.py:1783(transform)
      135    0.001    0.000    0.005    0.000 C:\Users\Admin\PycharmProjects\PythonProject4test\.venv\lib\site-packages\matplotlib\font_manager.py:656(__init__)
       37    0.000    0.000    0.005    0.000 <frozen importlib._bootstrap_external>:159(_path_isfile)
       66    0.000    0.000    0.005    0.000 C:\Users\Admin\PycharmProjects\PythonProject4test\.venv\lib\site-packages\matplotlib\artist.py:1245(_cm_set)
       24    0.001    0.000    0.005    0.000 C:\Users\Admin\PycharmProjects\PythonProject4test\.venv\lib\site-packages\matplotlib\patches.py:48(__init__)
     1410    0.004    0.000    0.005    0.000 C:\Users\Admin\PycharmProjects\PythonProject4test\.venv\lib\site-packages\matplotlib\cbook.py:2020(_setattr_cm)
       27    0.001    0.000    0.005    0.000 C:\Users\Admin\PycharmProjects\PythonProject4test\.venv\lib\site-packages\PIL\PngImagePlugin.py:765(_open)
     1174    0.003    0.000    0.005    0.000 {built-in method numpy.asarray}
       18    0.000    0.000    0.005    0.000 C:\Users\Admin\PycharmProjects\PythonProject4test\.venv\lib\site-packages\matplotlib\ticker.py:737(set_locs)
      135    0.000    0.000    0.005    0.000 C:\Users\Admin\PycharmProjects\PythonProject4test\.venv\lib\site-packages\matplotlib\transforms.py:796(from_bounds)
       51    0.000    0.000    0.005    0.000 C:\Users\Admin\AppData\Local\Programs\Python\Python310\lib\tkinter\__init__.py:4088(__init__)
       50    0.005    0.000    0.005    0.000 {method '__exit__' of '_io._IOBase' objects}
      453    0.001    0.000    0.005    0.000 C:\Users\Admin\PycharmProjects\PythonProject4test\.venv\lib\site-packages\matplotlib\transforms.py:1849(transform_affine)
       51    0.001    0.000    0.005    0.000 C:\Users\Admin\AppData\Local\Programs\Python\Python310\lib\tkinter\__init__.py:4023(__init__)
        1    0.000    0.000    0.005    0.005 C:\Users\Admin\PycharmProjects\PythonProject4test\.venv\lib\site-packages\matplotlib\backends\backend_gtk3agg.py:1(<module>)
      766    0.004    0.000    0.005    0.000 C:\Users\Admin\PycharmProjects\PythonProject4test\.venv\lib\site-packages\matplotlib\font_manager.py:1233(score_stretch)
      453    0.002    0.000    0.005    0.000 C:\Users\Admin\PycharmProjects\PythonProject4test\.venv\lib\site-packages\matplotlib\transforms.py:750(__init__)
       12    0.000    0.000    0.005    0.000 C:\Users\Admin\PycharmProjects\PythonProject4test\.venv\lib\site-packages\matplotlib\axes\_base.py:3021(handle_single_axis)
        1    0.005    0.005    0.005    0.005 C:\Users\Admin\PycharmProjects\PythonProject4test\.venv\lib\site-packages\matplotlib\font_manager.py:1554(_get_font)
      291    0.000    0.000    0.005    0.000 C:\Users\Admin\PycharmProjects\PythonProject4test\.venv\lib\site-packages\matplotlib\transforms.py:1341(__add__)
       21    0.000    0.000    0.005    0.000 C:\Users\Admin\PycharmProjects\PythonProject4test\.venv\lib\site-packages\PIL\Image.py:1017(convert)
      234    0.002    0.000    0.005    0.000 C:\Users\Admin\PycharmProjects\PythonProject4test\.venv\lib\site-packages\numpy\_core\fromnumeric.py:41(_wrapit)
     2781    0.004    0.000    0.005    0.000 C:\Users\Admin\PycharmProjects\PythonProject4test\.venv\lib\site-packages\matplotlib\_api\__init__.py:100(check_in_list)
      135    0.000    0.000    0.005    0.000 C:\Users\Admin\PycharmProjects\PythonProject4test\.venv\lib\site-packages\matplotlib\axis.py:2345(getter)
       12    0.000    0.000    0.005    0.000 C:\Users\Admin\PycharmProjects\PythonProject4test\.venv\lib\site-packages\matplotlib\axis.py:234(set_clip_path)
     2419    0.001    0.000    0.005    0.000 C:\Users\Admin\AppData\Local\Programs\Python\Python310\lib\abc.py:117(__instancecheck__)
       15    0.000    0.000    0.005    0.000 C:\Users\Admin\PycharmProjects\PythonProject4test\.venv\lib\site-packages\matplotlib\axis.py:1195(_set_lim)
        3    0.000    0.000    0.005    0.002 C:\Users\Admin\PycharmProjects\PythonProject4test\.venv\lib\site-packages\matplotlib\axes\_base.py:1257(_gen_axes_spines)
      528    0.002    0.000    0.004    0.000 C:\Users\Admin\PycharmProjects\PythonProject4test\.venv\lib\site-packages\matplotlib\transforms.py:1887(__init__)
        3    0.000    0.000    0.004    0.001 C:\Users\Admin\PycharmProjects\PythonProject4test\.venv\lib\site-packages\matplotlib\axes\_base.py:1272(<dictcomp>)
       12    0.000    0.000    0.004    0.000 C:\Users\Admin\PycharmProjects\PythonProject4test\.venv\lib\site-packages\matplotlib\spines.py:439(linear_spine)
        2    0.000    0.000    0.004    0.002 C:\Users\Admin\PycharmProjects\PythonProject4test\.venv\lib\site-packages\pandas\core\indexes\base.py:1476(_get_values_for_csv)
      274    0.000    0.000    0.004    0.000 C:\Users\Admin\PycharmProjects\PythonProject4test\.venv\lib\site-packages\matplotlib\font_manager.py:711(__eq__)
